siRNA ID,Catalog Number,Gene Symbol,Gene Name,Alias,RefSeq,GenBank mRNA,Product Family,siRNA Type,Availability,siRNA Assay,Matched Keywords
s36386,4392420,SLTM,SAFB like transcription modulator,Met,XM_011522022.1;NM_024755.3;XM_011522024.1;XM_006720686.3;XM_011522028.1;XM_017022577.1;XM_017022578.1;XM_017022576.1;NM_001013843.2;XM_011522023.1;XM_017022579.1;XM_017022580.1;XM_011522025.1;XM_011522026.2;XM_011522027.1;NR_135042.1;XM_006720690.1;NR_135043.1;XM_011522031.2;XM_011522029.2,AK055195.1;BC140851.1;BC014944.1;AK023275.1;AK291423.1;BC046119.1;AL834297.1,,Silencer® Select,Inventoried,,s36386
s37144,4392420,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3,C1orf22,XM_011510014.2;NM_001319960.1;NR_135118.1;XM_011510012.1;XM_011510013.2;XM_017002398.1;XM_017002397.1;XM_005245499.1;NM_025191.3,AL117441.1;BC144150.1;BC144149.1;AF288393.1;AK225171.1;AK315118.1,,Silencer® Select,Inventoried,,s37144
s39464,4392420,RTN4IP1,reticulon 4 interacting protein 1,NIMP;OPA10,XM_017011376.1;XM_017011375.1;NM_032730.5,AF439711.1;BQ936729.1;AK313962.1;BC006399.2;AY063761.1;AF336861.1,,Silencer® Select,Inventoried,,s39464
s37793,4392420,TLR10,toll like receptor 10,CD290,NM_001195107.1;NM_001195106.1;NM_001195108.1;XM_011513762.2;XM_011513761.2;XM_011513760.2;NM_030956.3;NM_001017388.2,AB445680.1;AF296673.1;BC109112.2;DQ011516.1;DQ011507.1;DQ011515.1;DQ011505.1;AY358300.1;DQ011513.1;DQ011503.1;DQ011512.1;BC089406.1;DQ011502.1;DQ011511.1;DQ011510.1;DQ011509.1;DQ011508.1;BC109111.2;DQ011506.1;AK292026.1;DQ011504.1;DQ011514.1;AK313468.1,,Silencer® Select,Inventoried,,s37793
s36566,4392420,HDAC11,histone deacetylase 11,HD11,XM_011534135.1;NM_001136041.2;NM_024827.3;XM_005265491.1;XM_005265492.1;XM_011534132.2;XM_011534131.1,AK025426.1;AK299021.1;AK025890.1;AK293223.1;BC009676.1;CR457341.1,,Silencer® Select,Inventoried,,s36566
s36550,4392420,UBA5,ubiquitin like modifier activating enzyme 5,THIFP1;UBE1DC1,NM_198329.3;NM_024818.4;NM_001320210.1,AK027563.1;BC048015.1;AK129616.1;AL136757.1;AK026904.1;AK056238.1;DB457433.1;DA785394.1;DB082596.1;AY253672.1;AB154406.1;BM541647.1;BC009737.1,,Silencer® Select,Inventoried,,s36550
s37997,4392420,RILP,Rab interacting lysosomal protein,PP10141,NM_031430.2,AF370391.1;AK314767.1;AK055755.1;AJ278711.1;AJ404317.1;BC004961.1;BC031621.1,,Silencer® Select,Inventoried,,s37997
s38494,4392420,ARL 6.00,ADP ribosylation factor like GTPase 6,BBS3;RP55,XM_017007311.1;NR_103511.1,AL136815.1;BC024239.2;AK292958.1,,Silencer® Select,Inventoried,,s38494
s200549,4392420,TRIM7,tripartite motif containing 7,GNIP;RNF90,NM_203293.2;NM_203294.1;XM_017009903.1;NM_203297.1;NM_203295.1;NM_203296.1,AF396651.1;AF396652.1;BC132867.1;BC132863.1;AF396655.1;AK124617.1;AF396653.1;AF396654.1,,Silencer® Select,Inventoried,,s200549
s37901,4392420,FCRL4,Fc receptor like 4,CD307d;FCRH4;IGFP2;IRTA1,NM_031282.2;XM_011510034.1,BC125174.1;AF329490.1;AF397452.1;AF343661.1;AF343659.1;AF343660.1;BC125173.1;AF329492.1,,Silencer® Select,Inventoried,,s37901
s36684,4392420,CNTNAP3;LOC101930090;CNTNAP3P2;CNTNAP3B,contactin-associated protein-like 3B;contactin associated protein-like 3 pseudogene 2;contactin associated protein-like 3;contactin associated protein-like 3B,CASPR3;CNTNAP3A,NM_001201380.2;NM_033655.3;NR_111893.2;XM_017015388.1,AB051501.2;AF333769.2;BC132737.1;AK056833.1,,Silencer® Select,Inventoried,,s36684
s38081,4392420,DYNLRB2,dynein light chain roadblock-type 2,DNCL2B;DNLC2B;ROBLD2,XM_006721295.3;XM_006721296.3;XM_011523370.2;NM_001305017.1;NR_130942.1;NM_130897.2;NR_130943.1,HY123054.1;CD676360.1;BC054892.1;AF125108.1;HY018370.1;DB458006.1,,Silencer® Select,Inventoried,,s38081
s38759,4392420,HSDL2,hydroxysteroid dehydrogenase like 2,C9orf99;SDR13C1,NR_036651.1;XM_011519091.2;NM_032303.4,AY093428.1;AL833735.1;AK289929.1;AK098721.1;BC095451.1;AK303645.1,,Silencer® Select,Inventoried,,s38759
s39366,4392420,GPT2,glutamic--pyruvic transaminase 2,ALT2;GPT 2;MRT49,NM_133443.3;NM_001142466.2;XM_017023790.1,BC062555.1;AY029173.2;AK094971.1,,Silencer® Select,Inventoried,,s39366
s38139,4392420,ESPN,espin,DFNB36;LP2654,XM_011542238.2;XM_011542233.2;XM_005263501.2;XM_017002433.1;XM_017002434.1;XM_011542231.1;XM_011542237.1;NM_031475.2;XM_011542232.1,AL834172.1;AL136880.1;BM713713.1,,Silencer® Select,Inventoried,,s38139
s195493,4392420,RAX2,retina and anterior neural fold homeobox 2,ARMD6;CORD11;QRX;RAXL1,NM_001319074.1;NM_032753.3,AY211277.1;BC018709.1;BC032512.1,,Silencer® Select,Inventoried,,s195493
s36117,4392420,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12,CRCS1;GalNAc-T12,XM_011519020.1;NM_024642.4;XM_017015133.1;XM_006717287.1;XM_011519018.2,AB078146.1;AJ505963.1;AJ132365.2;AK024865.1;AB040673.1;BC013945.1,,Silencer® Select,Inventoried,,s36117
s38630,4392420,SLITRK6,SLIT and NTRK like family member 6,DFNMYP,NM_032229.2,BC101073.2;BC101071.2;AK292793.1;BC101070.1;BX648640.1;AK026427.1;BC101072.2,,Silencer® Select,Inventoried,,s38630
s38988,4392420,CARD11,caspase recruitment domain family member 11,BENTA;BIMP3;CARMA1;IMD11;PPBL,NM_001324281.1;XM_011515586.2;XM_011515587.2;NM_032415.5,AK074049.1;AF322641.1;BC111719.1;AF352576.1,,Silencer® Select,Inventoried,,s38988
s37205,4392420,ZKSCAN3,zinc finger with KRAB and SCAN domains 3,ZF47;ZFP306;ZNF306;ZNF309;ZSCAN13;ZSCAN35;Zfp47;dJ874C20.1;dJ874C20.1.;zfp-47,XM_005249423.3;XM_017011320.1;NM_024493.3;NM_001242895.1;XM_006715218.3;NM_001242894.1;XM_006715216.2;XM_006715215.2,BT007427.1;AK091225.1;BC006118.1;AK313532.1;AK122790.1,,Silencer® Select,Inventoried,,s37205
s38018,4392420,AKR1E2,aldo-keto reductase family 1 member E2,AKR1CL2;AKRDC1;LoopADR;hTSP;htAKR,XM_011519718.2;XM_011519720.2;XM_011519724.2;XM_017016743.1;NR_073125.1;XM_017016744.1;XM_011519722.2;NR_073126.1;XM_017016745.1;NR_073127.1;XM_011519729.2;NM_001040177.2;XM_011519719.2;XM_011519725.2;NM_001271021.1;NM_001271025.1;XM_011519715.2,DA006578.1;BC002862.2;AF263242.1;AB055603.1;AK302155.1;AB040820.1;AB040821.1;AB040822.1;AK074211.1,,Silencer® Select,Inventoried,,s38018
s36733,4392420,SCD5,stearoyl-CoA desaturase 5,ACOD4;FADS4;HSCD5;SCD2;SCD4,NM_001037582.2;NM_024906.2,AK024685.1;BC004936.1;BC137429.1;BC137432.1;AF389338.1,,Silencer® Select,Inventoried,,s36733
s39246,4392420,DGAT2,diacylglycerol O-acyltransferase 2,ARAT;GS1999FULL;HMFN1045,NM_032564.4;XM_011545304.2,AF384161.2;AY358532.1;BC015234.1;AB048286.2;AB073384.1;AL834287.1,,Silencer® Select,Inventoried,,s39246
s36691,4392420,L2HGDH,L-2-hydroxyglutarate dehydrogenase,C14orf160;L2HGA,XM_011537166.2;XM_017021657.1;XM_017021656.1;XM_017021655.1;NM_024884.2;XM_011537168.2;XM_011537167.2;XM_005268075.4,AK292627.1;BC006117.1;AK022680.1;AY757363.1,,Silencer® Select,Inventoried,,s36691
s195021,4392420,SERF2,small EDRK-rich factor 2,4F5REL;FAM2C;H4F5REL;HsT17089,NR_037672.1;NM_001018108.3;NM_001199877.1;NM_001199876.1;NM_001199878.1;NM_001199875.1,BC008214.1;BC009869.2;BI260545.1;DB060650.1;AV713454.2;AK307547.1;DA302996.1;AL049976.1;AF073298.1;AF320073.1;BC038893.1;AK000479.1;BP317864.2;DA051124.1;BC015491.1;BC022326.1,,Silencer® Select,Inventoried,,s195021
s18851,4392420,KIAA0513,KIAA0513,,XM_005256265.3;XM_017023912.1;NM_001286566.1;NM_001297766.1;NM_001286565.1;NM_014732.3,AB011085.1;BC030280.1;AK299892.1,,Silencer® Select,Inventoried,,s18851
s20471,4392420,TACC3,transforming acidic coiled-coil containing protein 3,ERIC-1;ERIC1,XM_005247929.2;NM_006342.2;XM_017007653.1;XM_011513386.2,AK304579.1;AF093543.1;AK302463.1;AK225631.1;BC111771.1;AK310660.1;AJ243997.1;BC106071.1,,Silencer® Select,Inventoried,,s20471
s19355,4392420,FGF19,fibroblast growth factor 19,,NM_005117.2,BC017664.1;AY358302.1;AF110400.1,,Silencer® Select,Inventoried,,s19355
s225431,4392420,UBAC1,UBA domain containing 1,GBDR1;UBADC1,NM_016172.2,AF038200.1;BX647463.1;AF068195.1;BC004967.1;AF176796.1;BC011822.1,,Silencer® Select,Inventoried,,s225431
s19163,4392420,SNAP91,synaptosome associated protein 91,AP180;CALM,XM_011536269.1;XM_017011566.1;XM_011536271.1;XM_017011568.1;XM_017011562.1;XM_005248770.4;XM_017011564.1;XM_017011558.1;XM_011536277.1;XM_017011560.1;NM_001242793.1;XM_017011587.1;XM_017011554.1;XM_017011589.1;XM_017011556.1;XM_017011583.1;XM_017011585.1;XM_017011579.1;XM_017011581.1;XM_017011575.1;XM_011536276.2;XM_006715615.1;XM_017011577.1;XM_017011571.1;NM_001256717.1;XM_017011573.1;XM_017011567.1;XM_017011569.1;XM_017011563.1;XM_011536273.2;XM_017011565.1;XM_017011559.1;XM_017011590.1;XM_017011561.1;NM_001242794.1;NM_014841.2;XM_017011555.1;XM_017011586.1;XM_011536265.1;XM_017011557.1;XM_017011588.1;XM_017011582.1;XM_017011584.1;NM_001242792.1;XM_017011578.1;XM_017011580.1;XM_011536275.2;XM_017011574.1;XM_017011576.1;XM_017011570.1;XM_011536266.1;XM_017011572.1;NM_001256718.1,AK294898.1;CR749348.1;AK289582.1;AB014556.1;BC060818.1,,Silencer® Select,Inventoried,,s19163
s19660,4392420,TSPAN1,tetraspanin 1,NET1;TM4C;TM4SF,NM_005727.3;XM_011540460.2,BC013404.2;AF133425.1;AK313774.1;BC007290.1;AF054838.1;AF065388.1,,Silencer® Select,Inventoried,,s19660
s18778,4392420,KNTC1,kinetochore associated 1,ROD,XM_011539027.2;XM_006719706.2;NM_014708.4;XM_017020254.1;XM_011539030.1;XM_017020255.1;XM_017020256.1;XM_011539029.2;XM_017020257.1,AK303337.1;BC150278.1;D79988.1,,Silencer® Select,Inventoried,,s18778
s18637,4392420,KDM4A,lysine demethylase 4A,JHDM3A;JMJD2;JMJD2A;TDRD14A,XM_017002912.1;XM_005271356.3;XM_011542467.2;NM_014663.2;XM_005271355.3;XM_005271354.3,AK310295.1;BC002558.2;AK294596.1;AB014577.1,,Silencer® Select,Inventoried,,s18637
s19501,4392420,CHAF1A,chromatin assembly factor 1 subunit A,CAF-1;CAF1;CAF1B;CAF1P150;P150,XM_011527606.2;XM_011527607.2;XM_011527605.2;NM_005483.2,BC052620.1;BQ889365.1;BC067093.1;BC041606.1;U20979.1,,Silencer® Select,Inventoried,,s19501
s18640,4392420,N4BP1,NEDD4 binding protein 1,,XM_011523482.1;NM_153029.3,BC152472.1;AB014515.1;BC108288.1,,Silencer® Select,Inventoried,,s18640
s20694,4392420,AGR2,"anterior gradient 2, protein disulphide isomerase family member",AG2;GOB-4;HAG-2;HEL-S-116;PDIA17;XAG-2,XM_005249581.4;NM_006408.3,AY359009.1;AF087879.1;AF007791.1;KJ767789.1;BC015503.1;AK312942.1;BT007048.1;FJ224307.1;AK223067.1;AF115926.1;AF088867.1;AF038451.1,,Silencer® Select,Inventoried,,s20694
s19202,4392420,SLC35E2B;SLC35E2,solute carrier family 35 member E2;solute carrier family 35 member E2B,SLC35E2,NM_001110781.2;NM_001290264.1;NM_001199787.1;NM_182838.2;XM_011542072.1,AL049665.1;BC110653.1;AK307886.1;BC101666.1;CR936618.1;AK125619.1;AB007916.3;BC112289.1,,Silencer® Select,Inventoried,,s19202
s18334,4392420,CXCL14,C-X-C motif chemokine ligand 14,BMAC;BRAK;KEC;KS1;MIP-2g;MIP2G;NJAC;SCYB14,NM_004887.4,AF073957.1;AF106911.1;AK075514.1;BT007080.1;AF144103.1;AY358906.1;BC003513.1;AF086340.1,,Silencer® Select,Inventoried,,s18334
s228535,4392420,MLEC,malectin,KIAA0152,XM_011539032.1;NM_001303627.1;XM_011539031.1;NM_014730.3,BU845446.1;CR936818.1;BI458950.1;BC000371.2;BC016297.2;D63486.1,,Silencer® Select,Inventoried,,s228535
s228528,4392420,LRRC14,leucine rich repeat containing 14,LRRC14A,NM_014665.3;XM_005272360.4;NM_001272036.1;XM_005272358.4;XM_005272359.4;XM_017014005.1,BC011377.1;AK289473.1;D25216.1,,Silencer® Select,Inventoried,,s228528
s19684,4392420,FEM1B,fem-1 homolog B,F1A-ALPHA;F1AA;FEM1-beta,NM_015322.4;XM_017021859.1,AK290167.1;AB007856.2;AL833264.1;AF178632.1;AF204883.1;AK098620.1;BC010122.2;BC014558.2,,Silencer® Select,Inventoried,,s19684
s18715,4392420,KIAA0355,KIAA0355,,XM_017027525.1;XM_017027526.1;XM_005259444.1;NM_014686.3,BC104761.1;AB002353.1;BC104763.1,,Silencer® Select,Inventoried,,s18715
s228512,4392420,TMEM59,transmembrane protein 59,C1orf8;DCF1;HSPC001;PRO195;UNQ169,NM_001305043.1;NM_001305049.1;NM_001305066.1;NM_004872.4;NM_001305051.1,BC095464.1;AK075187.1;AK123445.1;AK225624.1;AK075505.1;AF047439.1;DB459209.1;BC003106.1;BC016374.1;AF290615.1;AX775907.1;BU165003.1;AY359029.1;BX463615.2;BP371330.1;AX775909.1,,Silencer® Select,Inventoried,,s228512
s19322,4392420,GOLGA5,golgin A5,GOLIM5;RFG5;ret-II,XM_011537420.2;NM_005113.3,AK303789.1;AF085199.1;AJ132949.1;BC023021.1;AY644768.1;AK293077.1,,Silencer® Select,Inventoried,,s19322
s20002,4392420,GPHN,gephyrin,GEPH;GPH;GPHRYN;HKPX1;MOCODC,XM_017020914.1;XM_017020915.1;XM_011536343.2;XM_017020916.1;XM_011536344.2;XM_017020917.1;XM_011536345.2;XM_011536346.2;XM_011536347.2;XM_017020913.1;XM_017020922.1;XM_017020923.1;XM_005267254.3;XM_017020924.1;XM_017020918.1;XM_017020919.1;XM_017020920.1;NM_001024218.1;XM_017020921.1;XM_011536342.2;XM_017020926.1;NM_020806.4;XM_011536340.2,AK294532.1;AK297447.1;AF272663.1;BC030016.2;AK315569.1;AK295577.1;AJ272343.1;AJ272033.1;AB037806.1,,Silencer® Select,Inventoried,,s20002
s19211,4392420,DENND4B,DENN domain containing 4B,KIAA0476,XM_011510219.1;XM_011510220.2;XM_017002993.1;NM_014856.2;XM_005245679.2;XM_011510221.2;XM_005245678.4,AB007945.2;AK124049.1;AK226053.1,,Silencer® Select,Inventoried,,s19211
s20226,4392420,TFG,TRK-fused gene,HMSNP;SPG57;TF6;TRKT3,XM_017005530.1;XM_017005529.1;NM_001007565.2;NM_001195479.1;XM_006713473.1;NM_001195478.1;XM_006713472.1;XM_005247066.1;XM_011512334.1;XM_017005528.1;XM_017005527.1;NM_006070.5,AB731570.1;AB097040.1;BC009241.2;BT007428.1;BC001483.2;BE409447.1;CR456781.1;BC041600.1;Y07968.1;AK093456.1;AB097041.1;AB731569.1;BC023599.2;DA704111.1,,Silencer® Select,Inventoried,,s20226
s17957,4392420,OTOF,otoferlin,AUNB1;DFNB6;DFNB9;FER1L2;NSRD9,NM_004802.3;XM_017005338.1;NM_194248.2;NM_194322.2;NM_001287489.1;NM_194323.2,AF183185.1;AF107403.1;AK296272.1;AF183187.1;AF183186.1,,Silencer® Select,Inventoried,,s17957
s18019,4392420,FAM189A2,family with sequence similarity 189 member A2,C9orf61;X123,NM_004816.3;XM_017015325.1;NM_001127608.1;XM_017015324.1;XM_005252307.4,BC113683.1;AK126127.1;BC021685.1;BC113685.1;AK056152.1;BX641153.1,,Silencer® Select,Inventoried,,s18019
s18592,4392420,LPIN2,lipin 2,,XM_005258177.4;XM_017026098.1;XM_005258178.3;NM_014646.2;XM_005258179.4;XM_017026099.1,BC152448.1;D87436.1,,Silencer® Select,Inventoried,,s18592
s20555,4392420,LRRC41,leucine rich repeat containing 41,MUF1;PP7759,XM_017000074.1;NM_006369.4,BX537366.1;AK024051.1;AK296436.1;X86018.1;AF370430.1;BC092479.1;AK291283.1;AK297596.1;AK223420.1;BC101524.1;AK125827.1;BC101522.1;BC004953.1,,Silencer® Select,Inventoried,,s20555
s20468,4392420,MAD2L2,MAD2 mitotic arrest deficient-like 2 (yeast),MAD2B;POLZ2;REV7,NM_006341.3;XM_011540507.1;NM_001127325.1,AK027327.1;AF157482.1;BC015244.1;AK094316.1;AF072933.1;AF080398.1;AF139365.1,,Silencer® Select,Inventoried,,s20468
s19160,4392420,PLPPR4,phospholipid phosphatase related 4,LPPR4;LPR4;PHP1;PRG-1;PRG1,NM_014839.4;XM_011542498.2;NM_001166252.1,AF541281.1;AL834390.1;AY304518.1;AB007924.3;BC041386.1;AK291369.1;AF357013.1;AK300361.1;BC042963.1,,Silencer® Select,Inventoried,,s19160
s20450,4392420,TOMM40,translocase of outer mitochondrial membrane 40,C19orf1;D19S1177E;PER-EC1;PEREC1;TOM40,NM_001128917.1;NM_001128916.1;NM_006114.2,BC001779.1;AF316399.1;AF316401.1;BC012134.1;AF043250.1;BC017224.2;AF316402.1;BC006413.1,,Silencer® Select,Inventoried,,s20450
s18622,4392420,TTI1,TELO2 interacting protein 1,KIAA0406;smg-10,XM_011529114.1;NM_014657.2;XM_017028148.1;NM_001303457.1,BC013755.1;AK308164.1;BC107778.1;DA652320.1;AB007866.2;BC013121.1,,Silencer® Select,Inventoried,,s18622
s20330,4392420,PRG3,"proteoglycan 3, pro eosinophil major basic protein 2",MBP2;MBPH,NM_006093.3,BC069126.1;BC101613.1;AY358930.1;AF132209.2;BC113411.1,,Silencer® Select,Inventoried,,s20330
s228513,4392420,MRPL33,mitochondrial ribosomal protein L33,C2orf1;L33mt;MRP-L33;RPL33L,NM_145330.2;NM_004891.3,BI601959.1;BC087846.1;BC020834.1;BC009475.1;AF047440.1;BC090047.1,,Silencer® Select,Inventoried,,s228513
s17619,4392420,FCMR,Fc fragment of IgM receptor,FAIM3;TOSO,NM_001193338.1;XM_005273352.4;XM_005273351.3;NM_005449.4,DB122623.1;AK292007.1;AK297053.1;GQ160901.1;HM480394.1;GQ160900.1;AF057557.1;DA971987.1;BT006797.1;BC006401.2,,Silencer® Select,Inventoried,,s17619
s19750,4392420,CLEC3A,C-type lectin domain family 3 member A,CLECSF1,NM_005752.4,BC104414.2;AY358376.1;DA998903.1;BC104415.2;AK313316.1,,Silencer® Select,Inventoried,,s19750
s19720,4392420,OPTN,optineurin,ALS12;FIP2;GLC1E;HIP7;HYPL;NRP;TFIIIA-INTP,NM_021980.4;NM_001008211.1;NM_001008212.1;NM_001008213.1,AF420373.1;AF420372.1;BC032762.1;AF420371.1;AK055403.1;KU178502.1;BC013876.2;AF061034.1;AK316171.1;AK303715.1,,Silencer® Select,Inventoried,,s19720
s19446,4392420,ABI1,abl interactor 1,ABI-1;ABLBP4;E3B1;NAP1BP;SSH3BP;SSH3BP1,XM_017015459.1;NM_001012752.2;XM_017015458.1;NM_001012751.2;NM_001178116.1;XM_006717359.2;XM_006717360.2;NM_001178121.1;NM_001178122.1;NM_001178123.1;NM_005470.3;NM_001178124.1;XM_005252333.3;NM_001178119.1;XM_005252332.3;NM_001012750.2;NM_001178120.1;XM_011519289.2;XM_006717361.2,AF540955.1;FJ380059.1;AF006516.1;BC024254.2;FJ380057.1;AB040151.1;AK291823.1;AF260262.1;AF001628.1;AB209268.1;FJ380058.1;AK126803.1;U87166.1;AK296751.1;BC013238.1,,Silencer® Select,Inventoried,,s19446
s18268,4392420,SCAMP1,secretory carrier membrane protein 1,SCAMP;SCAMP37,NR_110885.1;NM_001290229.1;NM_004866.5;XM_011543727.2,BC016355.1;BC015065.1;AF005037.1;AK304452.1;CR542286.1;AK001541.1;AK298146.1;AK290225.1;BC034048.1;AF038966.1;AK225172.1;BC009787.1,,Silencer® Select,Inventoried,,s18268
s19486,4392420,INSL5,insulin like 5,PRO182;UNQ156,NM_005478.4,AY359030.1;BC101646.1;AF133816.2;BC101648.1,,Silencer® Select,Inventoried,,s19486
s200474,4392420,PDE4DIP,phosphodiesterase 4D interacting protein,CMYA2;MMGL,XM_017002897.1;XM_006711648.2;XM_017002896.1;XM_005277443.3;XM_006711644.2;XM_011510174.1;XM_017002875.1;XM_006711642.2;XM_006711643.2;XM_017002901.1;XM_017002900.1;NM_001002811.2;XM_017002881.1;XM_017002883.1;XM_017002882.1;XM_017002877.1;XM_017002876.1;XM_017002879.1;XM_005277442.4;XM_017002890.1;XM_017002885.1;XM_017002884.1;XM_005272981.3;XM_017002886.1,BC078660.1;AB007946.1;BC152439.1;HQ333476.1;BC004860.2;BC132717.1,,Silencer® Select,Inventoried,,s200474
s19834,4392420,TENM1,teneurin transmembrane protein 1,ODZ1;ODZ3;TEN-M1;TNM;TNM1,XM_017029214.1;XM_017029213.1;XM_011531230.2;XM_017029212.1;XM_011531236.2;NM_014253.3;NM_001163278.1;XM_011531237.2;XM_017029211.1;XM_017029210.1;XM_017029209.1;NM_001163279.1;XM_017029208.1,AF100772.1;BC144543.1;BC140783.1,,Silencer® Select,Inventoried,,s19834
s18352,4392420,H2AFY,H2A histone family member Y,H2A.y;H2A/y;H2AF12M;MACROH2A1.1;mH2A1;macroH2A1.2,XM_011543730.2;XM_005272132.1;NM_001040158.1;NM_138609.2;XM_011543729.2;NM_004893.2;NM_138610.2,AK123153.1;BC095406.1;AF044286.1;AK296014.1;BC013331.1;AY134746.1;AF041483.1;AB209490.1;AF054174.1;AK023409.1,,Silencer® Select,Inventoried,,s18352
s18881,4392420,ATG13,autophagy related 13,KIAA0652;PARATARG8,XM_017018618.1;XM_005253262.2;XM_017018616.1;XM_017018614.1;XM_005253266.2;XM_017018612.1;XM_017018622.1;XM_017018620.1;XM_011520499.2;XM_017018602.1;NM_001205120.1;XM_017018600.1;NM_001205122.1;XM_011520493.1;XM_017018610.1;XM_017018608.1;XM_005253268.2;NM_014741.4;XM_011520501.1;XM_017018606.1;XM_006718395.2;XM_017018604.1;XM_017018619.1;XM_011520503.1;XM_017018617.1;XM_005253265.2;XM_017018615.1;XM_005253263.2;XM_017018613.1;NM_001142673.2;XM_011520496.2;XM_011520500.1;XM_017018621.1;NM_001205119.1;XM_017018603.1;XM_006718396.2;NM_001205121.1;XM_011520502.1;XM_017018601.1;XM_017018599.1;XM_017018611.1;XM_017018609.1;XM_017018607.1;XM_017018605.1;XM_006718394.2,AK293109.1;AK023867.1;BC006191.2;AK289641.1;BC001331.1;AK294110.1;AK223603.1;BC002378.2;CD675643.1;AB014552.1,,Silencer® Select,Inventoried,,s18881
s225441,4392420,RABAC1,Rab acceptor 1,PRA1;PRAF1;YIP3,NM_006423.2,BC008950.2;BT019964.1;AJ133534.1;CR542116.1;AF112996.1;DB454056.1;CF242972.1;AF112202.1;CR457214.1,,Silencer® Select,Inventoried,,s225441
s20401,4392420,CFDP1,craniofacial development protein 1,BCNT;BUCENTAUR;CENP-29;CP27;SWC5;Yeti;p97,XM_011522814.1;XM_011522815.1;NM_006324.2,AB009285.1;BC000991.2;BT009819.1;LC057679.1;AK313948.1;AK226031.1;D85939.1;LC057683.1;CR542111.1;AW160432.1;LC057682.1,,Silencer® Select,Inventoried,,s20401
s20184,4392420,CRISP3,cysteine rich secretory protein 3,Aeg2;CRISP-3;CRS3;SGP28;dJ442L6.3,NM_001190986.1;NM_006061.2,BC069580.1;BC101539.1;X95240.1;AK313387.1;X94323.1;AK292786.1;AK303966.1;AK223380.1;BC069602.1,,Silencer® Select,Inventoried,,s20184
s18938,4392420,TATDN2,TatD DNase domain containing 2,,NM_014760.3,BC101776.1;AK311203.1;BC090935.1;D86972.1;BC101770.1;AK289794.1,,Silencer® Select,Inventoried,,s18938
s19876,4392420,MPHOSPH9,M-phase phosphoprotein 9,MPP-9;MPP9,XM_017018680.1;XM_011537741.2;XM_017018681.1;XM_017018678.1;XM_017018679.1;XM_011537740.2;XM_017018676.1;XM_017018674.1;XM_017018675.1;NR_103517.1;XM_017018673.1;NM_022782.3,BC130440.1;AK096541.1;BC144017.1;X98258.1;AK091181.1;AK023016.1,,Silencer® Select,Inventoried,,s19876
s225428,4392420,EMC8,ER membrane protein complex subunit 8,C16orf2;C16orf4;COX4NB;FAM158B;NOC4,NM_001142288.1;NM_006067.4;XM_011522813.2;XM_017022867.1,BC020250.1;BE855452.1;BC005886.2;BC001472.2;BT007132.1;BC007445.1;AK313977.1;AF005888.1;BP307869.1,,Silencer® Select,Inventoried,,s225428
s19576,4392420,SCAMP2,secretory carrier membrane protein 2,,NM_005697.4;XM_017021856.1;NM_001320778.1,AF005038.2;AK096794.1;AK096376.1;BC004385.1;AK315516.1;AK291884.1;CR456800.1;CD300387.1;BC001376.2,,Silencer® Select,Inventoried,,s19576
s18830,4392420,TBKBP1,TBK1 binding protein 1,ProSAPiP2;SINTBAD,XM_005257860.4;XM_005257859.4;XM_017025431.1;XM_005257862.3;XM_005257861.4;NM_014726.2,BC111418.1;BC167150.1;BC152407.1;AB018318.1,,Silencer® Select,Inventoried,,s18830
s17960,4392420,COG1,component of oligomeric golgi complex 1,CDG2G;LDLB,NM_018714.2,AB037802.1;BC047465.1;AK025633.1;BC021985.2;AK098224.1,,Silencer® Select,Inventoried,,s17960
s19175,4392420,KIAA0196,KIAA0196,RTSC;RTSC1;SPG8,NM_014846.3;XM_005251120.3;XM_017014113.1;XM_011517409.1,BC026951.1;AK223628.1;BC106015.1;AK291032.1;D83780.1;AK296970.1,,Silencer® Select,Inventoried,,s19175
s18493,4392420,TCL1B,T-cell leukemia/lymphoma 1B,SYN-1;TML1,NM_004918.3,BQ058954.1;BC051000.1;AF110466.1;AF137027.1;BC041616.1;AB018563.1;CR457087.1,,Silencer® Select,Inventoried,,s18493
s225417,4392420,SH2D3A,SH2 domain containing 3A,NSP1,XM_005259467.1;XM_017026123.1;XM_017026124.1;XM_011527609.2;XM_011527608.2;XM_005259472.2;NM_005490.2;XM_006722602.1,AK225386.1;AK310659.1;AK292781.1;BC006281.2;AK299406.1;AK290293.1;AF124249.1;AY358406.1;AK024368.1,,Silencer® Select,Inventoried,,s225417
